ticket_id,customer_id,created_date,category,priority,resolved,orphan_flag
TKT000756,CUST00500,2024-10-22,Technical,Low,Yes,False
TKT000223,CUST00158,2025-03-16,Billing,Medium,Yes,False
TKT000475,CUST00316,2024-12-15,Feature Request,Low,Yes,False
TKT000272,CUST00184,2024-09-18,Feature Request,Medium,Yes,False
TKT001235,CUST00816,2025-04-03,Technical,Medium,No,False
TKT003120,CUST02048,2024-12-08,Other,High,Yes,False
TKT000264,CUST00182,2023-12-27,Feature Request,Medium,No,False
TKT000462,CUST00309,2024-11-11,Account,Medium,Yes,False
TKT003611,CUST02342,2023-11-25,Account,Low,Yes,False
TKT003050,CUST01989,2023-06-02,Billing,Medium,Yes,False
TKT000095,CUST00064,2025-04-26,Feature Request,Low,Yes,False
TKT003768,CUST02447,2023-04-30,Feature Request,Low,Yes,False
TKT001829,CUST01203,2024-07-31,Account,Low,Yes,False
TKT000041,CUST00037,2024-09-28,Account,High,Yes,False
TKT001292,CUST00864,2024-07-26,Technical,Low,Yes,False
TKT002413,CUST01581,2025-04-24,Other,Low,Yes,False
TKT001564,CUST01038,2025-01-10,Account,Medium,Yes,False
TKT001818,CUST01199,2024-09-19,Billing,High,No,False
TKT004375,CUST02860,2024-09-05,Feature Request,Medium,No,False
TKT002281,CUST01489,2025-01-23,Technical,Medium,Yes,False
TKT002497,CUST01640,2025-04-04,Billing,High,Yes,False
TKT000967,CUST00622,2025-01-26,Technical,Critical,Yes,False
TKT002076,CUST01372,2025-03-05,Other,Medium,No,False
TKT002801,CUST01830,2024-06-10,Technical,High,Yes,False
TKT000076,CUST00052,2025-04-02,Other,Low,Yes,False
TKT003646,CUST02365,2025-03-27,Technical,Low,Yes,False
TKT000699,CUST00455,2024-12-02,Other,Low,Yes,False
TKT002858,CUST01860,2023-09-30,Other,Critical,No,False
TKT003064,CUST01997,2024-01-29,Other,Medium,Yes,False
TKT001112,CUST00730,2023-05-22,Feature Request,Low,Yes,False
TKT002091,CUST01384,2023-07-13,Technical,High,No,False
TKT003969,CUST02558,2023-02-26,Other,Low,Yes,False
TKT000571,CUST00379,2024-09-28,Other,Low,Yes,False
TKT000062,CUST00047,2023-04-12,Other,Low,No,False
TKT002844,CUST01856,2024-12-28,Other,Low,Yes,False
TKT000042,CUST00038,2024-09-08,Feature Request,Low,Yes,False
TKT001683,CUST01115,2025-04-09,Other,Medium,Yes,False
TKT003300,CUST02161,2025-03-11,Feature Request,Low,Yes,False
TKT001890,CUST01243,2024-08-16,Feature Request,Low,No,False
TKT002092,CUST01384,2024-11-13,Technical,Low,Yes,False
TKT000323,CUST00215,2024-04-17,Billing,Medium,Yes,False
TKT000413,CUST00282,2024-03-23,Billing,Low,Yes,False
TKT000164,CUST00109,2025-03-31,Other,Low,Yes,False
TKT002871,CUST01867,2025-01-17,Account,Low,Yes,False
TKT003164,CUST02071,2023-05-24,Feature Request,Low,Yes,False
TKT000474,CUST00316,2025-04-03,Account,High,Yes,False
TKT002256,CUST01478,2025-01-17,Other,Low,Yes,False
TKT001361,CUST00913,2025-04-03,Other,Medium,Yes,False
TKT001073,CUST00699,2024-02-01,Other,Medium,Yes,False
TKT000928,CUST00601,2024-12-14,Other,Low,Yes,False
TKT000791,CUST00517,2024-10-02,Technical,Low,Yes,False
TKT004311,CUST02824,2025-01-30,Account,Medium,No,False
TKT000343,CUST00226,2025-02-19,Feature Request,Medium,No,False
TKT001368,CUST00915,2025-03-25,Billing,Critical,No,False
TKT000807,CUST00534,2023-10-30,Billing,Low,Yes,False
TKT003082,CUST02012,2024-04-22,Technical,Medium,Yes,False
TKT001058,CUST00694,2023-07-11,Other,Medium,Yes,False
TKT003979,CUST02574,2025-05-15,Technical,Medium,Yes,False
TKT003826,CUST02467,2025-05-17,Technical,Medium,Yes,False
TKT002827,CUST01846,2025-05-29,Other,Low,No,False
TKT002613,CUST01705,2025-03-27,Account,Medium,Yes,False
TKT000616,CUST00398,2024-12-24,Technical,Medium,Yes,False
TKT004528,CUST02960,2024-01-07,Technical,Medium,Yes,False
TKT004506,CUST02950,2025-05-30,Account,Low,No,False
TKT001877,CUST01232,2025-04-26,Other,High,Yes,False
TKT002772,CUST01815,2023-07-07,Technical,Medium,Yes,False
TKT000901,CUST00586,2023-11-05,Account,Medium,No,False
TKT003298,CUST02161,2024-12-07,Account,Low,Yes,False
TKT002694,CUST01762,2024-12-05,Billing,Low,Yes,False
TKT003314,CUST02174,2025-03-13,Other,Medium,Yes,False
TKT003760,CUST02440,2024-07-24,Billing,Low,Yes,False
TKT001803,CUST01192,2024-02-13,Billing,High,Yes,False
TKT000067,CUST00049,2025-02-01,Other,Medium,Yes,False
TKT001451,CUST00967,2025-05-29,Other,Medium,Yes,False
TKT004257,CUST02791,2025-03-10,Technical,Low,Yes,False
TKT003005,CUST01966,2024-03-11,Other,Medium,Yes,False
TKT004169,CUST02712,2024-01-19,Other,High,No,False
TKT001127,CUST00738,2024-12-29,Account,Medium,Yes,False
TKT003194,CUST02090,2024-10-23,Technical,Medium,Yes,False
TKT000105,CUST00076,2024-07-18,Other,Medium,Yes,False
TKT001606,CUST01072,2025-05-13,Other,Medium,Yes,False
TKT003607,CUST02339,2023-09-21,Billing,High,No,False
TKT003720,CUST02414,2024-07-30,Other,Medium,Yes,False
TKT000380,CUST00252,2024-08-20,Other,Medium,Yes,False
TKT003073,CUST02004,2024-11-30,Account,Medium,Yes,False
TKT002489,CUST01638,2024-07-20,Account,Critical,Yes,False
TKT001745,CUST01155,2024-12-03,Technical,Medium,Yes,False
TKT002460,CUST01620,2024-09-16,Feature Request,Medium,Yes,False
TKT003235,CUST02119,2024-07-27,Feature Request,Low,No,False
TKT003063,CUST01995,2024-01-26,Billing,Critical,Yes,False
TKT002759,CUST01808,2025-05-03,Technical,Medium,Yes,False
TKT004577,CUST02988,2025-05-03,Account,Low,Yes,False
TKT003317,CUST02174,2023-11-19,Billing,Medium,No,False
TKT000659,CUST00424,2024-05-24,Other,High,Yes,False
TKT001337,CUST00888,2025-05-04,Billing,Low,Yes,False
TKT002102,CUST01392,2025-02-27,Other,Low,No,False
TKT002361,CUST01545,2024-12-01,Other,High,Yes,False
TKT000004,CUST00007,2024-04-29,Feature Request,Medium,Yes,False
TKT004366,CUST02857,2025-04-13,Account,Medium,No,False
TKT001046,CUST00683,2025-03-14,Account,Medium,Yes,False
TKT003047,CUST01989,2024-02-27,Account,Low,Yes,False
TKT003177,CUST02079,2025-05-31,Technical,Low,Yes,False
TKT003878,CUST02496,2024-09-13,Account,High,No,False
TKT001055,CUST00692,2025-05-15,Billing,Low,Yes,False
TKT001068,CUST00697,2024-10-16,Feature Request,High,Yes,False
TKT004266,CUST02795,2024-05-26,Other,Low,Yes,False
TKT002968,CUST01937,2024-07-21,Other,Critical,Yes,False
TKT002191,CUST01436,2025-05-25,Technical,Medium,Yes,False
TKT004384,CUST02865,2024-09-08,Technical,Low,No,False
TKT000104,CUST00073,2024-12-12,Technical,High,Yes,False
TKT003017,CUST01972,2025-04-23,Billing,Low,Yes,False
TKT001943,CUST01285,2025-05-15,Billing,Low,Yes,False
TKT001663,CUST01108,2024-01-28,Other,High,No,False
TKT002884,CUST01875,2023-11-16,Feature Request,Medium,No,False
TKT003231,CUST02116,2025-04-15,Other,Medium,Yes,False
TKT001346,CUST00898,2023-08-02,Account,Medium,Yes,False
TKT004552,CUST02977,2024-12-29,Technical,Medium,Yes,False
TKT000592,CUST00387,2024-09-11,Feature Request,Low,No,False
TKT002443,CUST01604,2025-03-29,Feature Request,Low,Yes,False
TKT004227,CUST02760,2025-03-27,Feature Request,Low,Yes,False
TKT002148,CUST01420,2025-03-17,Account,Low,Yes,False
TKT004439,CUST02898,2025-05-14,Technical,Medium,Yes,False
TKT003242,CUST02122,2024-10-07,Other,High,Yes,False
TKT001095,CUST00713,2025-04-09,Other,Low,Yes,False
TKT000937,CUST00608,2024-10-03,Technical,Low,Yes,False
TKT000597,CUST00389,2024-03-31,Other,Low,Yes,False
TKT003562,CUST02305,2025-04-12,Billing,Low,Yes,False
TKT002049,CUST01353,2025-05-09,Account,Low,Yes,False
TKT001103,CUST00720,2025-03-10,Billing,Medium,Yes,False
TKT000479,CUST00320,2025-02-03,Account,Low,Yes,False
TKT000114,CUST00084,2024-08-23,Technical,Low,Yes,False
TKT002946,CUST01917,2025-03-27,Feature Request,Medium,Yes,False
TKT002677,CUST01751,2024-01-20,Feature Request,Medium,Yes,False
TKT004469,CUST02923,2024-11-22,Feature Request,High,Yes,False
TKT002236,CUST01462,2024-04-16,Other,Low,Yes,False
TKT003009,CUST01966,2024-01-15,Other,Critical,Yes,False
TKT001146,CUST00752,2024-10-17,Other,Low,No,False
TKT004187,CUST02724,2025-02-20,Technical,High,Yes,False
TKT002717,CUST01782,2024-07-06,Billing,Low,Yes,False
TKT000713,CUST00468,2024-11-14,Billing,Critical,Yes,False
TKT003413,CUST02227,2025-02-25,Account,Low,Yes,False
TKT004433,CUST02897,2024-09-18,Feature Request,Medium,Yes,False
TKT004076,CUST02636,2025-01-05,Technical,Medium,Yes,False
TKT001802,CUST01192,2024-01-14,Technical,Medium,Yes,False
TKT003191,CUST02089,2024-11-30,Technical,Medium,Yes,False
TKT001696,CUST01122,2025-01-07,Billing,Medium,No,False
TKT003147,CUST02062,2024-08-18,Account,Critical,Yes,False
TKT001742,CUST01154,2025-05-17,Billing,Medium,Yes,False
TKT002410,CUST01578,2023-08-02,Account,Medium,Yes,False
TKT001188,CUST00783,2023-08-01,Account,Medium,Yes,False
TKT003070,CUST02002,2025-05-22,Technical,Low,No,False
TKT001036,CUST00672,2025-01-15,Account,Low,No,False
TKT004422,CUST02891,2023-12-28,Account,Low,Yes,False
TKT000660,CUST00424,2025-03-18,Account,Medium,No,False
TKT000447,CUST00302,2025-01-16,Other,High,Yes,False
TKT001753,CUST01158,2024-10-12,Technical,Low,Yes,False
TKT002764,CUST01809,2025-05-11,Other,Medium,Yes,False
TKT001160,CUST00762,2025-05-21,Technical,Low,No,False
TKT000140,CUST00100,2025-03-22,Technical,High,Yes,False
TKT002401,CUST01573,2025-02-04,Account,Medium,Yes,False
TKT002439,CUST01603,2023-11-15,Account,Medium,Yes,False
TKT001502,CUST01006,2024-02-10,Feature Request,Medium,Yes,False
TKT001398,CUST00934,2025-04-19,Technical,High,Yes,False
TKT001769,CUST01167,2023-05-03,Technical,Critical,Yes,False
TKT003781,CUST02453,2024-08-04,Technical,Medium,Yes,False
TKT000356,CUST00232,2025-03-19,Billing,Low,Yes,False
TKT002336,CUST01532,2025-04-25,Other,High,Yes,False
TKT003502,CUST02270,2025-01-12,Technical,Medium,Yes,False
TKT001478,CUST00995,2024-07-31,Other,High,No,False
TKT002119,CUST01402,2024-09-11,Account,High,No,False
TKT002672,CUST01743,2025-05-27,Account,Critical,Yes,False
TKT003932,CUST02525,2024-11-30,Billing,High,No,False
TKT000148,CUST00103,2024-09-06,Feature Request,Medium,Yes,False
TKT002329,CUST01527,2024-05-09,Feature Request,Medium,Yes,False
TKT002519,CUST01658,2024-10-18,Feature Request,Medium,Yes,False
TKT000251,CUST00167,2025-03-04,Billing,Low,No,False
TKT002064,CUST01364,2025-02-22,Feature Request,Medium,Yes,False
TKT000144,CUST00102,2024-09-21,Billing,Medium,Yes,False
TKT000108,CUST00080,2025-03-30,Other,High,Yes,False
TKT000887,CUST00574,2023-12-17,Technical,Medium,Yes,False
TKT004484,CUST02937,2024-12-11,Account,Low,Yes,False
TKT003458,CUST02249,2024-11-20,Feature Request,Medium,Yes,False
TKT002577,CUST01690,2023-08-23,Account,High,Yes,False
TKT003627,CUST02354,2025-01-26,Billing,High,Yes,False
TKT002735,CUST01792,2024-01-07,Technical,Low,Yes,False
TKT004060,CUST02626,2024-12-02,Billing,Medium,Yes,False
TKT001912,CUST01265,2024-08-11,Account,Low,Yes,False
TKT004463,CUST02919,2024-10-03,Account,Critical,Yes,False
TKT001436,CUST00955,2024-10-16,Account,Medium,Yes,False
TKT004081,CUST02636,2025-03-26,Billing,High,Yes,False
TKT001082,CUST00707,2023-07-25,Technical,Low,Yes,False
TKT004096,CUST02647,2024-06-05,Feature Request,Medium,No,False
TKT004140,CUST02698,2024-03-10,Other,Medium,No,False
TKT004176,CUST02721,2024-02-09,Feature Request,Medium,Yes,False
TKT001508,CUST01008,2025-05-22,Other,Medium,Yes,False
TKT003610,CUST02341,2025-05-26,Billing,Medium,Yes,False
TKT001162,CUST00767,2024-10-31,Technical,Low,Yes,False
TKT003219,CUST02112,2025-02-17,Feature Request,Medium,No,False
TKT003586,CUST02320,2025-01-04,Technical,Medium,Yes,False
TKT003145,CUST02060,2023-11-25,Feature Request,Low,Yes,False
TKT001655,CUST01100,2025-05-16,Account,Low,Yes,False
TKT002255,CUST01478,2024-10-07,Billing,Low,Yes,False
TKT003990,CUST02580,2024-10-26,Technical,Medium,Yes,False
TKT001968,CUST01309,2024-03-17,Account,Low,Yes,False
TKT000275,CUST00185,2024-06-03,Account,High,Yes,False
TKT002782,CUST01821,2025-03-08,Feature Request,Low,Yes,False
TKT002355,CUST01541,2023-11-19,Feature Request,Critical,Yes,False
TKT001666,CUST01108,2025-04-15,Feature Request,Low,Yes,False
TKT001204,CUST00791,2025-03-10,Technical,Medium,Yes,False
TKT002381,CUST01558,2025-05-30,Other,Medium,Yes,False
TKT003516,CUST02278,2024-07-14,Feature Request,Medium,Yes,False
TKT004489,CUST02942,2024-09-13,Feature Request,High,Yes,False
TKT001595,CUST01059,2023-12-03,Technical,Medium,No,False
TKT001268,CUST00846,2023-09-17,Billing,Low,Yes,False
TKT001909,CUST01264,2025-01-06,Account,Medium,No,False
TKT000876,CUST00568,2024-06-16,Billing,Low,No,False
TKT002115,CUST01401,2025-02-08,Feature Request,Low,Yes,False
TKT002124,CUST01407,2025-02-02,Billing,Medium,Yes,False
TKT000028,CUST00027,2024-07-18,Billing,Low,Yes,False
TKT002321,CUST01521,2023-02-27,Account,Medium,Yes,False
TKT003279,CUST02143,2025-01-18,Feature Request,Medium,No,False
TKT001581,CUST01047,2025-01-01,Other,Low,Yes,False
TKT000271,CUST00183,2025-01-23,Billing,Medium,Yes,False
TKT000862,CUST00564,2023-11-02,Feature Request,Low,Yes,False
TKT000181,CUST00123,2025-02-27,Technical,Medium,Yes,False
TKT000279,CUST00187,2025-04-18,Billing,Low,Yes,False
TKT003545,CUST02294,2025-05-24,Technical,Low,Yes,False
TKT003918,CUST02516,2024-12-18,Other,Low,Yes,False
TKT002972,CUST01939,2024-12-06,Other,High,Yes,False
TKT003531,CUST02286,2024-07-17,Feature Request,Medium,Yes,False
TKT003432,CUST02234,2025-05-10,Feature Request,High,Yes,False
TKT001366,CUST00915,2025-01-22,Other,Low,No,False
TKT003748,CUST02431,2025-03-16,Technical,Low,Yes,False
TKT000546,CUST00367,2025-03-23,Feature Request,Low,Yes,False
TKT000598,CUST00389,2023-04-24,Other,Low,Yes,False
TKT002044,CUST01350,2023-07-06,Account,Medium,No,False
TKT003498,CUST02270,2024-03-10,Billing,Critical,No,False
TKT003087,CUST02021,2024-10-01,Technical,Low,No,False
TKT000218,CUST00153,2024-08-04,Billing,Low,Yes,False
TKT002533,CUST01668,2023-10-25,Feature Request,Medium,Yes,False
TKT000971,CUST00625,2024-10-29,Other,Low,Yes,False
TKT003993,CUST02582,2024-03-28,Account,Medium,Yes,False
TKT000832,CUST00548,2025-03-12,Account,Low,Yes,False
TKT000061,CUST00045,2025-01-08,Account,Medium,Yes,False
TKT003376,CUST02206,2024-11-24,Other,High,No,False
TKT001417,CUST00945,2024-02-14,Technical,Critical,Yes,False
TKT002602,CUST01700,2024-02-12,Billing,Medium,Yes,False
TKT003819,CUST02466,2024-09-30,Billing,High,No,False
TKT003285,CUST02149,2023-08-13,Technical,Low,Yes,False
TKT000113,CUST00083,2025-05-12,Technical,Low,No,False
TKT002304,CUST01506,2024-11-10,Account,Critical,Yes,False
TKT002757,CUST01803,2025-03-15,Feature Request,Medium,Yes,False
TKT003107,CUST02037,2024-03-17,Account,Low,Yes,False
TKT004171,CUST02714,2024-03-16,Technical,Medium,Yes,False
TKT004173,CUST02716,2023-09-24,Account,Low,No,False
TKT001105,CUST00723,2024-02-29,Other,Low,Yes,False
TKT002841,CUST01852,2023-06-21,Other,Medium,Yes,False
TKT002594,CUST01697,2024-09-27,Feature Request,Low,Yes,False
TKT004006,CUST02589,2024-06-24,Other,Low,Yes,False
TKT002813,CUST01837,2025-02-01,Account,Critical,Yes,False
TKT003919,CUST02516,2023-04-26,Feature Request,Medium,Yes,False
TKT000644,CUST00410,2025-02-23,Technical,High,Yes,False
TKT001123,CUST00737,2024-03-22,Technical,Medium,Yes,False
TKT001875,CUST01229,2024-10-27,Feature Request,Low,Yes,False
TKT002305,CUST01506,2025-03-20,Billing,Medium,Yes,False
TKT004144,CUST02698,2024-02-27,Billing,Low,No,False
TKT003619,CUST02348,2024-12-12,Technical,Low,No,False
TKT002887,CUST01876,2024-06-26,Feature Request,Medium,Yes,False
TKT002162,CUST01426,2024-12-09,Billing,Critical,Yes,False
TKT000494,CUST00334,2023-11-16,Technical,Medium,Yes,False
TKT004477,CUST02925,2025-05-19,Account,Low,Yes,False
TKT000358,CUST00233,2025-01-17,Account,Low,Yes,False
TKT003125,CUST02054,2025-01-16,Feature Request,Medium,Yes,False
TKT002642,CUST01722,2024-01-05,Account,Low,Yes,False
TKT002986,CUST01948,2023-05-29,Account,High,Yes,False
TKT000351,CUST00230,2025-01-26,Account,Low,Yes,False
TKT003421,CUST02230,2025-02-07,Technical,Medium,Yes,False
TKT002170,CUST01429,2023-07-06,Technical,Critical,Yes,False
TKT000730,CUST00484,2025-01-06,Account,High,Yes,False
TKT002021,CUST01339,2023-09-27,Other,Medium,Yes,False
TKT003447,CUST02241,2024-11-17,Technical,Medium,Yes,False
TKT003377,CUST02206,2025-03-10,Feature Request,Low,Yes,False
TKT001738,CUST01152,2024-05-18,Technical,Critical,Yes,False
TKT002134,CUST01412,2025-05-28,Billing,High,Yes,False
TKT003059,CUST01993,2023-11-15,Account,Medium,Yes,False
TKT001800,CUST01191,2025-01-12,Billing,High,Yes,False
TKT003319,CUST02175,2023-09-12,Technical,High,Yes,False
TKT002473,CUST01627,2023-12-07,Other,Low,Yes,False
TKT003827,CUST02469,2025-05-31,Billing,Critical,Yes,False
TKT003987,CUST02579,2024-08-08,Feature Request,High,Yes,False
TKT004075,CUST02632,2024-11-20,Technical,Medium,Yes,False
TKT002351,CUST01540,2025-02-20,Technical,Low,No,False
TKT001148,CUST00753,2024-07-25,Feature Request,Low,No,False
TKT000320,CUST00211,2024-12-07,Technical,Low,Yes,False
TKT003379,CUST02208,2024-04-07,Other,Medium,No,False
TKT003730,CUST02424,2023-03-20,Account,Medium,Yes,False
TKT003326,CUST02177,2025-04-10,Feature Request,Medium,Yes,False
TKT002874,CUST01869,2024-02-13,Account,Low,Yes,False
TKT004509,CUST02951,2025-05-24,Billing,Medium,Yes,False
TKT000362,CUST00234,2025-04-22,Feature Request,Low,Yes,False
TKT001702,CUST01125,2024-09-27,Other,Medium,Yes,False
TKT000192,CUST00135,2023-07-05,Other,High,No,False
TKT003202,CUST02093,2023-12-09,Billing,High,No,False
TKT003546,CUST02295,2025-03-27,Account,Medium,Yes,False
TKT000484,CUST00327,2024-04-15,Feature Request,Critical,Yes,False
TKT001430,CUST00952,2023-10-15,Billing,Medium,Yes,False
TKT000661,CUST00425,2024-11-11,Other,Low,Yes,False
TKT000690,CUST00443,2024-10-03,Technical,High,Yes,False
TKT000539,CUST00363,2024-02-02,Other,Medium,No,False
TKT003500,CUST02270,2025-02-24,Feature Request,High,Yes,False
TKT002065,CUST01364,2025-02-11,Billing,Medium,Yes,False
TKT004314,CUST02824,2024-12-26,Feature Request,Medium,Yes,False
TKT002610,CUST01704,2024-01-14,Billing,Medium,Yes,False
TKT003972,CUST02565,2025-03-03,Feature Request,Low,Yes,False
TKT001236,CUST00818,2025-01-05,Feature Request,Medium,Yes,False
TKT003674,CUST02383,2025-01-13,Feature Request,Low,No,False
TKT000588,CUST00384,2025-05-17,Technical,High,Yes,False
TKT003307,CUST02171,2024-11-26,Other,Medium,No,False
TKT002059,CUST01363,2023-09-16,Other,Critical,Yes,False
TKT001893,CUST01247,2025-03-30,Feature Request,Medium,No,False
TKT004172,CUST02715,2024-07-02,Feature Request,Low,Yes,False
TKT003135,CUST02056,2025-04-25,Other,Low,Yes,False
TKT001139,CUST00749,2025-05-03,Technical,Medium,Yes,False
TKT004523,CUST02958,2023-07-04,Account,Low,No,False
TKT002425,CUST01588,2023-06-24,Billing,Medium,Yes,False
TKT001085,CUST00708,2025-04-09,Feature Request,Low,No,False
TKT000476,CUST00319,2024-11-01,Account,Medium,Yes,False
TKT001724,CUST01142,2024-08-08,Account,Low,No,False
TKT003591,CUST02325,2023-12-23,Account,Medium,Yes,False
TKT004522,CUST02958,2024-06-07,Account,Medium,Yes,False
TKT003250,CUST02126,2024-08-08,Billing,High,No,False
TKT002503,CUST01643,2025-03-20,Billing,Low,Yes,False
TKT003494,CUST02268,2024-12-08,Account,Critical,Yes,False
TKT003771,CUST02451,2023-08-14,Technical,Critical,Yes,False
TKT001996,CUST01323,2023-11-25,Technical,Low,Yes,False
TKT004031,CUST02607,2024-05-30,Feature Request,Low,Yes,False
TKT002942,CUST01915,2023-09-30,Billing,Medium,Yes,False
TKT000296,CUST00199,2024-10-28,Feature Request,Medium,No,False
TKT002543,CUST01670,2023-08-06,Feature Request,Low,Yes,False
TKT001999,CUST01325,2023-09-17,Feature Request,High,Yes,False
TKT000151,CUST00104,2024-01-21,Other,Low,Yes,False
TKT001452,CUST00969,2025-03-07,Feature Request,High,Yes,False
TKT003946,CUST02539,2023-08-05,Billing,Medium,No,False
TKT001516,CUST01012,2025-02-24,Billing,Low,Yes,False
TKT000378,CUST00248,2025-04-28,Technical,Low,Yes,False
TKT001500,CUST01006,2024-12-04,Other,Medium,Yes,False
TKT003192,CUST02089,2025-04-20,Account,Medium,Yes,False
TKT000035,CUST00035,2025-05-21,Billing,Medium,Yes,False
TKT002356,CUST01541,2024-08-08,Other,High,Yes,False
TKT001653,CUST01097,2025-04-28,Billing,High,Yes,False
